age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,State-gov,Doctorate,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,1
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30,United-States,0
44,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,0
22,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0.0,0.0,25,United-States,0
36,?,HS-grad,Divorced,?,Not-in-family,White,Female,0.0,0.0,40,United-States,0
56,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,30,United-States,0
62,?,Masters,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,30,United-States,1
22,Private,,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20,United-States,0
25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40,United-States,0
36,?,Masters,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,50,United-States,0
60,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,United-States,0
23,Private,,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,0
17,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,0.0,0.0,15,United-States,0
20,Private,10th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
35,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Puerto-Rico,0
69,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818.0,0.0,30,United-States,0
54,Local-gov,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45,United-States,0
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
23,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0.0,0.0,40,Mexico,0
59,Private,10th,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
45,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,14084.0,0.0,45,United-States,1
41,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40,Jamaica,0
43,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
20,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Female,0.0,0.0,40,United-States,0
26,Private,Preschool,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0.0,1719.0,40,Mexico,0
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
46,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45,United-States,1
37,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,1
27,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3103.0,0.0,40,United-States,1
19,,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,0
70,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,32,United-States,0
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,75,United-States,1
26,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0.0,,30,United-States,0
17,Private,11th,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,0
29,,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
24,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
41,Private,,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40,Mexico,0
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,0
76,?,Some-college,Widowed,?,Unmarried,White,Female,0.0,0.0,40,United-States,0
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,0
22,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,20,United-States,0
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
39,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,43,United-States,0
23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,0
38,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,0
26,Private,HS-grad,Married-AF-spouse,Sales,Husband,White,Male,,0.0,55,United-States,0
61,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,1
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,80,United-States,1
50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,40,United-States,1
45,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35,United-States,0
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,60,United-States,1
27,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,38,United-States,0
27,Private,11th,Separated,Farming-fishing,Other-relative,White,Male,0.0,0.0,40,Puerto-Rico,0
40,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35,United-States,0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,38,United-States,1
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,1
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
31,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,3325.0,0.0,40,United-States,0
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,1
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
53,Local-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
19,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,30,United-States,0
43,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0.0,0.0,40,Mexico,0
57,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,45,United-States,0
46,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
17,Private,11th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20,United-States,0
19,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25,United-States,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,0
64,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,12,United-States,0
22,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40,United-States,0
44,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
61,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,20,United-States,0
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,0
42,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40,Poland,0
71,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,10,United-States,1
36,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40,United-States,0
24,?,Bachelors,Divorced,?,Not-in-family,White,Female,0.0,0.0,40,United-States,0
27,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,0
40,Private,Some-college,Separated,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
32,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,30,United-States,0
32,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,16,United-States,0
64,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
47,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
52,,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
49,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40,Cuba,0
46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50,United-States,1
46,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
70,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,6,United-States,0
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
31,,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,0
48,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20,United-States,0
47,,,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60,United-States,1
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,35,United-States,0
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,0
35,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,Mexico,0
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
21,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40,Dominican-Republic,0
56,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,4,United-States,0
18,?,,Never-married,?,Own-child,Black,Male,0.0,0.0,25,United-States,0
31,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40,United-States,0
62,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50,?,0
69,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35,United-States,0
42,Local-gov,Assoc-voc,Widowed,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40,United-States,0
34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
39,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60,United-States,0
54,,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,45,United-States,1
55,?,HS-grad,Separated,?,Not-in-family,Black,Female,0.0,2001.0,40,United-States,0
21,,Some-college,Never-married,?,Own-child,White,Female,0.0,0.0,40,United-States,0
52,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,32,United-States,0
24,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40,Mexico,0
57,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,26,United-States,0
20,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,,0.0,40,United-States,0
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,48,United-States,1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
24,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40,United-States,0
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30,United-States,0
66,?,1st-4th,Never-married,?,Not-in-family,Black,Male,0.0,0.0,30,United-States,0
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
20,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0.0,2001.0,40,United-States,0
40,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,45,United-States,0
62,State-gov,Assoc-voc,Widowed,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40,United-States,0
56,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,1
34,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,30,United-States,0
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
19,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,10,United-States,0
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,24,Mexico,0
17,Private,11th,Never-married,Sales,Own-child,White,Female,0.0,1602.0,12,United-States,0
17,Self-emp-inc,9th,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
21,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,0.0,0.0,40,United-States,0
48,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40,United-States,1
27,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40,United-States,0
18,Private,11th,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20,United-States,0
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,15,United-States,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45,United-States,0
52,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38,United-States,1
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103.0,0.0,52,United-States,1
42,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,2339.0,40,Trinadad&Tobago,0
21,,HS-grad,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,0
19,State-gov,12th,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,20,United-States,0
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,60,United-States,1
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,0
37,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
17,Private,11th,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12,United-States,0
46,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1672.0,60,United-States,0
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20,United-States,1
21,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,20,Mexico,0
66,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25,United-States,1
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20,United-States,0
57,,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
59,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,50,United-States,1
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10,United-States,0
34,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,0
57,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
42,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,0
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
28,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0.0,0.0,60,United-States,0
40,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25,United-States,0
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,10,United-States,0
38,Private,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
37,,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
60,,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50,United-States,1
34,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,0
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40,United-States,1
38,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,36,United-States,0
41,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
43,Private,,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
32,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0.0,880.0,36,United-States,0
26,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,80,United-States,1
52,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,14344.0,0.0,40,United-States,1
39,,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
39,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,,0.0,40,United-States,0
25,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,25,United-States,0
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,55,United-States,0
22,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
47,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,70,United-States,0
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45,United-States,0
60,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,40,Puerto-Rico,0
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
23,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,25,United-States,0
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50,United-States,1
31,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40,United-States,1
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,52,United-States,1
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
48,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,37,United-States,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,,0.0,30,United-States,0
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,1
23,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
23,?,Bachelors,Never-married,?,Own-child,White,Male,0.0,0.0,35,United-States,0
35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
42,,,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45,United-States,1
44,Local-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55,United-States,0
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40,United-States,1
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
22,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,0
40,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
62,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40,Canada,0
48,Private,10th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,0
39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60,United-States,1
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50,United-States,1
87,,HS-grad,Widowed,?,Not-in-family,White,Male,0.0,0.0,2,United-States,0
69,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20,United-States,0
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
75,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,2346.0,0.0,15,United-States,0
49,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40,United-States,0
35,Private,Some-college,Divorced,Sales,Unmarried,White,Female,0.0,0.0,36,United-States,0
29,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20,El-Salvador,0
56,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
51,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70,United-States,0
28,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40,Jamaica,0
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,70,United-States,1
31,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50,United-States,0
24,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,17,United-States,0
33,Private,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,45,United-States,0
30,Self-emp-not-inc,Bachelors,Never-married,Sales,Unmarried,White,Male,0.0,0.0,40,United-States,0
53,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,1
62,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
22,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
73,Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,3273.0,0.0,40,United-States,0
44,Private,12th,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,,36,United-States,0
31,Private,,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35,Poland,0
52,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
47,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,35,United-States,0
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,0
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60,United-States,1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1848.0,50,United-States,1
17,?,10th,Never-married,?,Own-child,White,Male,0.0,0.0,40,United-States,0
68,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,35,United-States,1
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44,United-States,0
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,24,United-States,0
25,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,Mexico,0
39,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,35,United-States,1
30,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
25,Private,,Never-married,Farming-fishing,Own-child,White,Male,27828.0,0.0,50,United-States,1
29,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45,Columbia,0
35,,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35,United-States,0
53,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,40,United-States,0
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
56,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,40,United-States,1
28,Private,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,40,United-States,0
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,75,United-States,1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,50,United-States,1
51,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,Some-college,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0.0,0.0,25,Haiti,0
48,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,England,0
56,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
34,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,2463.0,0.0,40,United-States,0
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,2463.0,0.0,50,France,0
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,60,United-States,0
24,?,9th,Never-married,?,Own-child,White,Female,0.0,0.0,20,United-States,0
31,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,6,South,0
33,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Mexico,0
